Time,Driver,LapTime,NumberOfLaps,NumberOfPitStops,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest
0 days 00:52:08.055000,4,0 days 00:02:18.987000,12,4,0 days 00:50:07.700000,,0 days 00:01:14.171000,0 days 00:00:23.020000,0 days 00:00:41.796000,0 days 00:51:03.239000,0 days 00:51:26.259000,0 days 00:52:08.055000,250.0,259.0,311.0,118.0,False
0 days 00:53:23.470000,4,0 days 00:01:15.415000,13,4,,,0 days 00:00:26.194000,0 days 00:00:17.030000,0 days 00:00:32.191000,0 days 00:52:34.249000,0 days 00:52:51.279000,0 days 00:53:23.470000,289.0,325.0,310.0,328.0,True
0 days 01:00:38.208000,4,,14,5,,0 days 00:54:54.350000,0 days 00:00:31.704000,0 days 00:00:20.887000,,0 days 00:53:55.231000,0 days 00:54:16.122000,,250.0,244.0,,279.0,False
0 days 01:02:26.986000,4,0 days 00:01:48.778000,15,5,0 days 01:00:41.755000,,0 days 00:00:46.065000,0 days 00:00:23.775000,0 days 00:00:38.938000,0 days 01:01:24.273000,0 days 01:01:48.048000,0 days 01:02:26.986000,232.0,271.0,311.0,90.0,False
0 days 01:03:42.907000,4,0 days 00:01:15.921000,16,5,,,0 days 00:00:26.127000,0 days 00:00:17.057000,0 days 00:00:32.737000,0 days 01:02:53.113000,0 days 01:03:10.170000,0 days 01:03:42.907000,289.0,325.0,313.0,326.0,True
0 days 01:08:34.537000,4,,17,6,,0 days 01:05:06.983000,0 days 00:00:30.603000,0 days 00:00:19.108000,,0 days 01:04:13.594000,0 days 01:04:32.674000,,260.0,282.0,,290.0,False
0 days 01:10:28.640000,4,0 days 00:01:54.103000,18,6,0 days 01:08:40.457000,,0 days 00:00:54.303000,0 days 00:00:21.966000,0 days 00:00:37.834000,0 days 01:09:28.840000,0 days 01:09:50.806000,0 days 01:10:28.640000,229.0,286.0,311.0,130.0,False
0 days 01:11:43.736000,4,0 days 00:01:15.096000,19,6,,,0 days 00:00:25.961000,0 days 00:00:16.997000,0 days 00:00:32.138000,0 days 01:10:54.601000,0 days 01:11:11.598000,0 days 01:11:43.736000,288.0,325.0,310.0,326.0,True
0 days 01:13:23.775000,4,,20,6,,0 days 01:13:23.775000,0 days 00:00:32.565000,0 days 00:00:20.416000,,0 days 01:12:16.370000,0 days 01:12:36.666000,,225.0,186.0,,287.0,False
0 days 00:15:10.329000,5,0 days 00:01:59.127000,1,0,0 days 00:13:16.660000,,0 days 00:00:58.144000,0 days 00:00:19.397000,0 days 00:00:41.586000,0 days 00:14:09.424000,0 days 00:14:28.805000,0 days 00:15:10.329000,249.0,300.0,308.0,132.0,False
0 days 00:16:59.344000,5,0 days 00:01:49.015000,2,1,,0 days 00:16:48.742000,0 days 00:00:30.492000,0 days 00:00:23.848000,0 days 00:00:54.675000,0 days 00:15:40.821000,0 days 00:16:04.669000,0 days 00:16:59.344000,206.0,223.0,,325.0,False
0 days 00:18:54.539000,5,0 days 00:01:55.195000,3,1,0 days 00:17:01.364000,,0 days 00:00:50.758000,0 days 00:00:23.424000,0 days 00:00:41.013000,0 days 00:17:50.102000,0 days 00:18:13.526000,0 days 00:18:54.539000,210.0,265.0,310.0,56.0,False
0 days 00:20:11.310000,5,0 days 00:01:16.771000,4,1,,,0 days 00:00:26.423000,0 days 00:00:17.272000,0 days 00:00:33.076000,0 days 00:19:20.962000,0 days 00:19:38.234000,0 days 00:20:11.310000,289.0,326.0,302.0,326.0,True
0 days 00:27:53.788000,5,,5,2,,0 days 00:21:44.955000,0 days 00:00:32.114000,0 days 00:00:20.072000,,0 days 00:20:43.459000,0 days 00:21:03.589000,,250.0,261.0,,263.0,False
0 days 00:30:14.883000,5,0 days 00:02:21.095000,6,2,0 days 00:28:27.271000,,0 days 00:01:15.221000,0 days 00:00:21.593000,0 days 00:00:44.281000,0 days 00:29:09.009000,0 days 00:29:30.602000,0 days 00:30:14.883000,254.0,130.0,308.0,122.0,False
0 days 00:31:31.399000,5,0 days 00:01:16.516000,7,2,,,0 days 00:00:26.495000,0 days 00:00:17.220000,0 days 00:00:32.801000,0 days 00:30:41.378000,0 days 00:30:58.598000,0 days 00:31:31.399000,289.0,327.0,306.0,325.0,True
0 days 00:41:32.591000,5,,8,3,,0 days 00:33:14.692000,0 days 00:00:36.362000,0 days 00:00:22.436000,,0 days 00:32:07.781000,0 days 00:32:30.226000,,227.0,228.0,,263.0,False
0 days 00:43:39.383000,5,0 days 00:02:06.792000,9,3,0 days 00:41:52.157000,,0 days 00:01:02.305000,0 days 00:00:22.185000,0 days 00:00:42.302000,0 days 00:42:34.896000,0 days 00:42:57.081000,0 days 00:43:39.383000,245.0,223.0,307.0,106.0,False
0 days 00:44:56.903000,5,0 days 00:01:17.520000,10,3,,,0 days 00:00:26.577000,0 days 00:00:17.331000,0 days 00:00:33.612000,0 days 00:44:05.960000,0 days 00:44:23.291000,0 days 00:44:56.903000,289.0,327.0,305.0,325.0,True
0 days 00:48:30.355000,5,,11,4,,0 days 00:46:27.990000,0 days 00:00:32.767000,0 days 00:00:20.392000,,0 days 00:45:29.757000,0 days 00:45:50.166000,,254.0,281.0,,250.0,False
0 days 00:50:33.484000,5,0 days 00:02:03.129000,12,4,0 days 00:48:32.502000,,0 days 00:00:55.696000,0 days 00:00:20.286000,0 days 00:00:47.147000,0 days 00:49:26.051000,0 days 00:49:46.337000,0 days 00:50:33.484000,255.0,298.0,307.0,32.0,False
0 days 00:52:13.580000,5,,13,4,,0 days 00:52:13.580000,0 days 00:00:26.977000,0 days 00:00:26.474000,,0 days 00:51:00.488000,0 days 00:51:26.979000,,263.0,205.0,,323.0,False
0 days 00:16:01.372000,10,0 days 00:01:47.874000,1,0,0 days 00:14:21.451000,,0 days 00:00:49.586000,0 days 00:00:20.258000,0 days 00:00:38.030000,0 days 00:15:03.120000,0 days 00:15:23.443000,0 days 00:16:01.440000,246.0,302.0,306.0,169.0,False
0 days 00:17:18.211000,10,0 days 00:01:16.839000,2,0,,,0 days 00:00:26.640000,0 days 00:00:17.369000,0 days 00:00:32.830000,0 days 00:16:28.012000,0 days 00:16:45.381000,0 days 00:17:18.211000,288.0,323.0,301.0,322.0,True
0 days 00:19:09.206000,10,0 days 00:01:50.995000,3,0,,,0 days 00:00:39.233000,0 days 00:00:22.133000,0 days 00:00:49.629000,0 days 00:17:57.444000,0 days 00:18:19.577000,0 days 00:19:09.206000,236.0,236.0,126.0,238.0,False
0 days 00:20:56.155000,10,0 days 00:01:46.949000,4,0,,,0 days 00:00:43.056000,0 days 00:00:20.839000,0 days 00:00:43.054000,0 days 00:19:52.262000,0 days 00:20:13.101000,0 days 00:20:56.155000,,252.0,309.0,143.0,False
0 days 00:22:12.980000,10,0 days 00:01:16.825000,5,0,,,0 days 00:00:26.606000,0 days 00:00:17.241000,0 days 00:00:32.978000,0 days 00:21:22.761000,0 days 00:21:40.002000,0 days 00:22:12.980000,287.0,327.0,308.0,326.0,True
0 days 00:26:27.304000,10,,6,1,,0 days 00:23:51.530000,0 days 00:00:35.323000,0 days 00:00:23.334000,,0 days 00:22:48.277000,0 days 00:23:11.738000,,231.0,223.0,,265.0,False
0 days 00:28:35.807000,10,0 days 00:02:08.503000,7,1,0 days 00:26:38.361000,,0 days 00:01:03.716000,0 days 00:00:20.856000,0 days 00:00:43.931000,0 days 00:27:31.020000,0 days 00:27:51.876000,0 days 00:28:35.807000,218.0,308.0,309.0,65.0,False
0 days 00:29:52.135000,10,0 days 00:01:16.328000,8,1,,,0 days 00:00:26.540000,0 days 00:00:17.148000,0 days 00:00:32.640000,0 days 00:29:02.347000,0 days 00:29:19.495000,0 days 00:29:52.135000,288.0,328.0,308.0,324.0,True
0 days 00:41:24.165000,10,,9,2,,0 days 00:31:37.351000,0 days 00:00:39.420000,0 days 00:00:20.961000,,0 days 00:30:31.595000,0 days 00:30:52.472000,,234.0,266.0,,282.0,False
0 days 00:43:16.880000,10,0 days 00:01:52.715000,10,2,0 days 00:41:32.778000,,0 days 00:00:51.413000,0 days 00:00:19.712000,0 days 00:00:41.590000,0 days 00:42:15.578000,0 days 00:42:35.290000,0 days 00:43:16.880000,254.0,305.0,308.0,154.0,False
0 days 00:44:32.992000,10,0 days 00:01:16.112000,11,2,,,0 days 00:00:26.400000,0 days 00:00:17.152000,0 days 00:00:32.560000,0 days 00:43:43.280000,0 days 00:44:00.432000,0 days 00:44:32.992000,287.0,325.0,307.0,324.0,True
0 days 00:50:03.837000,10,,12,3,,0 days 00:46:16.633000,0 days 00:00:36.874000,0 days 00:00:22.866000,,0 days 00:45:11.206000,0 days 00:45:32.774000,,219.0,229.0,,278.0,False
0 days 00:52:21.182000,10,0 days 00:02:17.345000,13,3,0 days 00:50:35.465000,,0 days 00:01:13.997000,0 days 00:00:20.104000,0 days 00:00:43.244000,0 days 00:51:17.834000,0 days 00:51:37.938000,0 days 00:52:21.182000,248.0,277.0,309.0,142.0,False
0 days 00:53:37.378000,10,0 days 00:01:16.196000,14,3,,,0 days 00:00:26.444000,0 days 00:00:17.051000,0 days 00:00:32.701000,0 days 00:52:47.626000,0 days 00:53:04.677000,0 days 00:53:37.378000,286.0,326.0,306.0,329.0,False
0 days 01:01:27.174000,10,,15,4,,0 days 00:55:20.062000,0 days 00:00:39.168000,0 days 00:00:20.439000,,0 days 00:54:16.665000,0 days 00:54:37.109000,,240.0,274.0,,240.0,False
0 days 01:03:30.508000,10,0 days 00:02:03.334000,16,4,0 days 01:01:46.596000,,0 days 00:01:01.310000,0 days 00:00:21.020000,0 days 00:00:41.004000,0 days 01:02:28.484000,0 days 01:02:49.504000,0 days 01:03:30.508000,240.0,283.0,309.0,160.0,False
0 days 01:04:46.895000,10,0 days 00:01:16.387000,17,4,,,0 days 00:00:26.387000,0 days 00:00:17.151000,0 days 00:00:32.849000,0 days 01:03:56.895000,0 days 01:04:14.046000,0 days 01:04:46.895000,287.0,324.0,306.0,325.0,True
0 days 01:08:50.531000,10,,18,5,,0 days 01:06:21.146000,0 days 00:00:33.253000,0 days 00:00:20.197000,,0 days 01:05:20.117000,0 days 01:05:40.368000,,251.0,281.0,,261.0,False
0 days 01:10:59.288000,10,0 days 00:02:08.757000,19,5,0 days 01:09:12.855000,,0 days 00:01:05.947000,0 days 00:00:21.291000,0 days 00:00:41.519000,0 days 01:09:56.478000,0 days 01:10:17.769000,0 days 01:10:59.288000,242.0,276.0,310.0,135.0,False
0 days 01:12:15.268000,10,0 days 00:01:15.980000,20,5,,,0 days 00:00:26.293000,0 days 00:00:17.087000,0 days 00:00:32.600000,0 days 01:11:25.581000,0 days 01:11:42.668000,0 days 01:12:15.268000,287.0,326.0,307.0,326.0,True
0 days 00:20:32.789000,6,0 days 00:01:57.105000,1,0,0 days 00:18:40.194000,,0 days 00:00:49.706000,0 days 00:00:20.338000,0 days 00:00:47.061000,0 days 00:19:25.478000,0 days 00:19:45.850000,0 days 00:20:32.789000,244.0,302.0,309.0,160.0,False
0 days 00:21:49.514000,6,0 days 00:01:16.725000,2,0,,,0 days 00:00:26.650000,0 days 00:00:17.221000,0 days 00:00:32.854000,0 days 00:20:59.439000,0 days 00:21:16.660000,0 days 00:21:49.514000,289.0,328.0,308.0,327.0,True
0 days 00:26:36.447000,6,,3,1,,0 days 00:23:20.556000,0 days 00:00:34.152000,0 days 00:00:19.715000,,0 days 00:22:23.812000,0 days 00:22:43.442000,,258.0,302.0,,106.0,False
0 days 00:28:49.607000,6,0 days 00:02:13.160000,4,1,0 days 00:26:57.430000,,0 days 00:01:11.743000,0 days 00:00:19.941000,0 days 00:00:41.476000,0 days 00:27:48.190000,0 days 00:28:08.131000,0 days 00:28:49.607000,243.0,304.0,309.0,121.0,False
0 days 00:30:05.961000,6,0 days 00:01:16.354000,5,1,,,0 days 00:00:26.523000,0 days 00:00:17.139000,0 days 00:00:32.692000,0 days 00:29:16.130000,0 days 00:29:33.269000,0 days 00:30:05.961000,292.0,329.0,308.0,327.0,True
0 days 00:41:13.180000,6,,6,2,,0 days 00:31:44.453000,0 days 00:00:38.398000,0 days 00:00:19.992000,,0 days 00:30:44.456000,0 days 00:31:04.452000,,260.0,284.0,,255.0,False
0 days 00:43:09.091000,6,0 days 00:01:55.911000,7,2,0 days 00:41:17.242000,,0 days 00:00:51.498000,0 days 00:00:20.549000,0 days 00:00:43.864000,0 days 00:42:04.678000,0 days 00:42:25.227000,0 days 00:43:09.091000,240.0,274.0,307.0,141.0,False
0 days 00:44:25.536000,6,0 days 00:01:16.445000,8,2,,,0 days 00:00:26.510000,0 days 00:00:17.239000,0 days 00:00:32.696000,0 days 00:43:35.601000,0 days 00:43:52.840000,0 days 00:44:25.536000,288.0,325.0,306.0,324.0,True
0 days 00:49:42.269000,6,,9,3,,0 days 00:45:54.831000,0 days 00:00:31.594000,0 days 00:00:19.549000,,0 days 00:44:57.287000,0 days 00:45:16.802000,,260.0,302.0,,267.0,False
0 days 00:51:24.687000,6,,10,3,0 days 00:49:42.269000,,0 days 00:01:36.382000,0 days 00:00:20.335000,0 days 00:00:38.753000,0 days 00:50:25.624000,0 days 00:50:46.029000,0 days 00:51:24.932000,224.0,298.0,310.0,152.0,False
0 days 00:52:40.862000,6,0 days 00:01:16.175000,11,3,,,0 days 00:00:26.345000,0 days 00:00:17.148000,0 days 00:00:32.682000,0 days 00:51:51.032000,0 days 00:52:08.180000,0 days 00:52:40.862000,289.0,328.0,309.0,329.0,True
0 days 00:54:21.949000,6,,12,3,,0 days 00:54:21.949000,0 days 00:00:39.259000,0 days 00:00:19.535000,,0 days 00:53:20.163000,0 days 00:53:39.723000,,253.0,301.0,,260.0,False
0 days 00:15:46.440000,18,0 days 00:01:47.671000,1,0,0 days 00:14:07.206000,,0 days 00:00:49.801000,0 days 00:00:18.997000,0 days 00:00:38.873000,0 days 00:14:48.748000,0 days 00:15:07.720000,0 days 00:15:46.458000,260.0,314.0,309.0,147.0,False
0 days 00:17:03.390000,18,0 days 00:01:16.950000,2,0,,,0 days 00:00:26.697000,0 days 00:00:17.289000,0 days 00:00:32.964000,0 days 00:16:13.137000,0 days 00:16:30.426000,0 days 00:17:03.390000,290.0,324.0,308.0,325.0,True
0 days 00:20:01.299000,18,,3,1,,0 days 00:18:43.060000,0 days 00:00:35.543000,0 days 00:00:22.971000,,0 days 00:17:39.059000,0 days 00:18:02.075000,,215.0,243.0,,240.0,False
0 days 00:21:51.899000,18,0 days 00:01:50.600000,4,1,0 days 00:20:05.222000,,0 days 00:00:46.395000,0 days 00:00:21.259000,0 days 00:00:42.946000,0 days 00:20:47.694000,0 days 00:21:08.953000,0 days 00:21:51.899000,251.0,173.0,313.0,95.0,False
0 days 00:23:08.558000,18,0 days 00:01:16.659000,5,1,,,0 days 00:00:26.364000,0 days 00:00:17.191000,0 days 00:00:33.104000,0 days 00:22:18.263000,0 days 00:22:35.454000,0 days 00:23:08.558000,288.0,326.0,307.0,329.0,True
0 days 00:27:20.070000,18,,6,2,,0 days 00:24:47.600000,0 days 00:00:35.621000,0 days 00:00:22.412000,,0 days 00:23:44.189000,0 days 00:24:06.671000,,224.0,234.0,,246.0,False
0 days 00:29:27.141000,18,0 days 00:02:07.071000,7,2,0 days 00:27:28.838000,,0 days 00:01:05.754000,0 days 00:00:19.006000,0 days 00:00:42.311000,0 days 00:28:25.824000,0 days 00:28:44.830000,0 days 00:29:27.141000,263.0,309.0,310.0,88.0,False
0 days 00:30:43.510000,18,0 days 00:01:16.369000,8,2,,,0 days 00:00:26.474000,0 days 00:00:17.151000,0 days 00:00:32.744000,0 days 00:29:53.615000,0 days 00:30:10.766000,0 days 00:30:43.510000,290.0,328.0,309.0,327.0,True
0 days 00:39:42.716000,18,,9,3,,0 days 00:32:24.756000,0 days 00:00:35.377000,0 days 00:00:23.369000,,0 days 00:31:18.954000,0 days 00:31:42.300000,,205.0,230.0,,247.0,False
0 days 00:41:21.848000,18,0 days 00:01:39.132000,10,3,0 days 00:39:44.778000,,0 days 00:00:40.399000,0 days 00:00:19.767000,0 days 00:00:38.966000,0 days 00:40:23.115000,0 days 00:40:42.882000,0 days 00:41:21.848000,238.0,270.0,307.0,173.0,False
0 days 00:42:38.918000,18,0 days 00:01:17.070000,11,3,,,0 days 00:00:26.601000,0 days 00:00:17.306000,0 days 00:00:33.163000,0 days 00:41:48.449000,0 days 00:42:05.755000,0 days 00:42:38.918000,288.0,325.0,306.0,323.0,True
0 days 00:48:32.739000,18,,12,4,,0 days 00:44:16.127000,0 days 00:00:34.790000,0 days 00:00:22.305000,,0 days 00:43:13.826000,0 days 00:43:36.141000,,223.0,248.0,,237.0,False
0 days 00:50:41.282000,18,0 days 00:02:08.543000,13,4,0 days 00:48:35.558000,,0 days 00:01:02.511000,0 days 00:00:18.831000,0 days 00:00:47.201000,0 days 00:49:35.250000,0 days 00:49:54.081000,0 days 00:50:41.282000,257.0,307.0,309.0,49.0,False
0 days 00:51:57.765000,18,0 days 00:01:16.483000,14,4,,,0 days 00:00:26.457000,0 days 00:00:17.173000,0 days 00:00:32.853000,0 days 00:51:07.739000,0 days 00:51:24.912000,0 days 00:51:57.765000,288.0,325.0,307.0,326.0,True
0 days 00:53:42.297000,18,,15,4,,0 days 00:53:42.297000,0 days 00:00:39.233000,0 days 00:00:21.426000,,0 days 00:52:37.049000,0 days 00:52:58.547000,,107.0,293.0,,258.0,False
0 days 00:14:48.513000,7,0 days 00:02:06.136000,1,0,0 days 00:12:57.186000,,0 days 00:01:01.845000,0 days 00:00:19.900000,0 days 00:00:44.391000,0 days 00:13:44.343000,0 days 00:14:04.238000,0 days 00:14:48.513000,257.0,305.0,304.0,112.0,False
0 days 00:16:05.512000,7,0 days 00:01:16.999000,2,0,,,0 days 00:00:26.740000,0 days 00:00:17.282000,0 days 00:00:32.977000,0 days 00:15:15.253000,0 days 00:15:32.535000,0 days 00:16:05.512000,288.0,324.0,307.0,321.0,True
0 days 00:17:52.357000,7,0 days 00:01:46.845000,3,0,,,0 days 00:00:36.122000,0 days 00:00:24.182000,0 days 00:00:46.541000,0 days 00:16:41.634000,0 days 00:17:05.816000,0 days 00:17:52.357000,216.0,228.0,180.0,275.0,False
0 days 00:19:34.519000,7,0 days 00:01:42.162000,4,0,,,0 days 00:00:38.348000,0 days 00:00:23.060000,0 days 00:00:40.754000,0 days 00:18:30.705000,0 days 00:18:53.765000,0 days 00:19:34.519000,213.0,222.0,305.0,161.0,False
0 days 00:20:51.248000,7,0 days 00:01:16.729000,5,0,,,0 days 00:00:26.534000,0 days 00:00:17.153000,0 days 00:00:33.042000,0 days 00:20:01.053000,0 days 00:20:18.206000,0 days 00:20:51.248000,288.0,326.0,310.0,323.0,True
0 days 00:26:43.526000,7,,6,1,,0 days 00:22:31.737000,0 days 00:00:39.045000,0 days 00:00:20.881000,,0 days 00:21:30.644000,0 days 00:21:51.363000,,190.0,161.0,,290.0,False
0 days 00:29:00.862000,7,0 days 00:02:17.336000,7,1,0 days 00:27:07.257000,,0 days 00:01:13.648000,0 days 00:00:19.837000,0 days 00:00:43.851000,0 days 00:27:57.174000,0 days 00:28:17.011000,0 days 00:29:00.862000,259.0,264.0,308.0,66.0,False
0 days 00:30:17.177000,7,0 days 00:01:16.315000,8,1,,,0 days 00:00:26.381000,0 days 00:00:17.150000,0 days 00:00:32.784000,0 days 00:29:27.243000,0 days 00:29:44.393000,0 days 00:30:17.177000,289.0,326.0,309.0,325.0,True
0 days 00:41:28.698000,7,,9,2,,0 days 00:31:53.899000,0 days 00:00:34.030000,0 days 00:00:21.952000,,0 days 00:30:51.166000,0 days 00:31:13.091000,,213.0,250.0,,278.0,False
0 days 00:43:28.277000,7,0 days 00:01:59.579000,10,2,0 days 00:41:41.777000,,0 days 00:00:57.217000,0 days 00:00:20.133000,0 days 00:00:42.229000,0 days 00:42:25.915000,0 days 00:42:46.048000,0 days 00:43:28.277000,237.0,309.0,307.0,131.0,False
0 days 00:44:45.272000,7,0 days 00:01:16.995000,11,2,,,0 days 00:00:26.588000,0 days 00:00:17.170000,0 days 00:00:33.237000,0 days 00:43:54.865000,0 days 00:44:12.035000,0 days 00:44:45.272000,287.0,325.0,306.0,324.0,True
0 days 00:48:39.325000,7,,12,3,,0 days 00:46:21.219000,0 days 00:00:32.962000,0 days 00:00:20.958000,,0 days 00:45:18.273000,0 days 00:45:39.267000,,216.0,260.0,,272.0,False
0 days 00:51:03.029000,7,0 days 00:02:23.704000,13,3,0 days 00:49:02.388000,,0 days 00:01:17.010000,0 days 00:00:20.310000,0 days 00:00:46.384000,0 days 00:49:56.335000,0 days 00:50:16.645000,0 days 00:51:03.029000,253.0,308.0,310.0,101.0,False
0 days 00:52:19.892000,7,0 days 00:01:16.863000,14,3,,,0 days 00:00:26.270000,0 days 00:00:17.177000,0 days 00:00:33.416000,0 days 00:51:29.299000,0 days 00:51:46.476000,0 days 00:52:19.892000,288.0,328.0,310.0,327.0,True
0 days 00:54:01.052000,7,,15,3,,0 days 00:54:01.052000,0 days 00:00:41.063000,0 days 00:00:21.265000,,0 days 00:53:00.972000,0 days 00:53:22.230000,,134.0,278.0,,250.0,False
0 days 00:14:56.521000,27,0 days 00:01:56.272000,1,0,0 days 00:13:06.561000,,0 days 00:00:53.650000,0 days 00:00:20.891000,0 days 00:00:41.731000,0 days 00:13:54.018000,0 days 00:14:14.908000,0 days 00:14:56.521000,251.0,284.0,307.0,123.0,False
0 days 00:16:13.446000,27,0 days 00:01:16.925000,2,0,,,0 days 00:00:26.605000,0 days 00:00:17.309000,0 days 00:00:33.011000,0 days 00:15:23.126000,0 days 00:15:40.435000,0 days 00:16:13.446000,289.0,328.0,307.0,323.0,True
0 days 00:18:53.349000,27,,3,1,,0 days 00:17:53.578000,0 days 00:00:35.788000,0 days 00:00:21.248000,,0 days 00:16:49.286000,0 days 00:17:10.611000,,246.0,268.0,,232.0,False
0 days 00:21:02.541000,27,0 days 00:02:09.192000,4,1,0 days 00:19:00.508000,,0 days 00:01:00.064000,0 days 00:00:22.740000,0 days 00:00:46.388000,0 days 00:19:53.413000,0 days 00:20:16.153000,0 days 00:21:02.541000,231.0,158.0,309.0,114.0,False
0 days 00:22:24.018000,27,0 days 00:01:21.477000,5,1,,,0 days 00:00:26.506000,0 days 00:00:17.337000,0 days 00:00:37.634000,0 days 00:21:29.047000,0 days 00:21:46.384000,0 days 00:22:24.018000,288.0,327.0,274.0,328.0,False
0 days 00:27:48.413000,27,,6,2,,0 days 00:23:52.254000,0 days 00:00:33.004000,0 days 00:00:19.197000,,0 days 00:22:57.072000,0 days 00:23:16.290000,,253.0,292.0,,263.0,False
0 days 00:30:01.172000,27,0 days 00:02:12.759000,7,2,0 days 00:28:17.838000,,0 days 00:01:09.454000,0 days 00:00:20.098000,0 days 00:00:43.207000,0 days 00:28:57.867000,0 days 00:29:17.965000,0 days 00:30:01.172000,261.0,139.0,310.0,175.0,False
0 days 00:31:17.751000,27,0 days 00:01:16.579000,8,2,,,0 days 00:00:26.656000,0 days 00:00:17.201000,0 days 00:00:32.722000,0 days 00:30:27.828000,0 days 00:30:45.029000,0 days 00:31:17.751000,288.0,328.0,302.0,327.0,True
0 days 00:32:52.108000,27,,9,2,,0 days 00:32:52.108000,0 days 00:00:34.166000,0 days 00:00:20.612000,,0 days 00:31:51.963000,0 days 00:32:12.594000,,233.0,274.0,,239.0,False
0 days 00:15:17.861000,14,0 days 00:02:00.341000,1,0,0 days 00:13:29.995000,,0 days 00:01:00.576000,0 days 00:00:18.736000,0 days 00:00:41.029000,0 days 00:14:18.159000,0 days 00:14:36.853000,0 days 00:15:17.861000,264.0,310.0,308.0,135.0,False
0 days 00:16:34.407000,14,0 days 00:01:16.546000,2,0,,,0 days 00:00:26.495000,0 days 00:00:17.304000,0 days 00:00:32.747000,0 days 00:15:44.356000,0 days 00:16:01.660000,0 days 00:16:34.407000,289.0,324.0,308.0,324.0,True
0 days 00:19:59.930000,14,,3,1,,0 days 00:18:13.896000,0 days 00:00:34.049000,0 days 00:00:21.436000,,0 days 00:17:08.589000,0 days 00:17:29.971000,,186.0,237.0,,262.0,False
0 days 00:21:40.485000,14,0 days 00:01:40.555000,4,1,0 days 00:20:02.410000,,0 days 00:00:40.561000,0 days 00:00:19.470000,0 days 00:00:40.524000,0 days 00:20:40.491000,0 days 00:20:59.961000,0 days 00:21:40.485000,260.0,296.0,309.0,170.0,False
0 days 00:22:56.773000,14,0 days 00:01:16.288000,5,1,,,0 days 00:00:26.300000,0 days 00:00:17.107000,0 days 00:00:32.881000,0 days 00:22:06.785000,0 days 00:22:23.892000,0 days 00:22:56.773000,289.0,327.0,308.0,327.0,True
0 days 00:27:33.449000,14,,6,2,,0 days 00:24:38.216000,0 days 00:00:34.272000,0 days 00:00:22.482000,,0 days 00:23:31.086000,0 days 00:23:53.492000,,208.0,196.0,,249.0,False
0 days 00:29:54.892000,14,0 days 00:02:21.443000,7,2,0 days 00:27:47.980000,,0 days 00:01:17.711000,0 days 00:00:22.093000,0 days 00:00:41.639000,0 days 00:28:51.160000,0 days 00:29:13.253000,0 days 00:29:54.892000,257.0,310.0,311.0,126.0,False
0 days 00:39:31.590000,14,,8,3,,0 days 00:31:35.265000,0 days 00:00:35.079000,0 days 00:00:20.676000,,0 days 00:30:29.947000,0 days 00:30:50.773000,,253.0,254.0,,280.0,False
0 days 00:41:09.645000,14,0 days 00:01:38.055000,9,3,0 days 00:39:33.597000,,0 days 00:00:39.657000,0 days 00:00:19.494000,0 days 00:00:38.904000,0 days 00:40:11.247000,0 days 00:40:30.741000,0 days 00:41:09.645000,258.0,295.0,308.0,196.0,False
0 days 00:49:53.085000,14,,10,4,,0 days 00:42:29.829000,0 days 00:00:26.326000,0 days 00:00:17.252000,,0 days 00:41:35.978000,0 days 00:41:53.358000,,289.0,324.0,,324.0,False
0 days 00:52:11.155000,14,0 days 00:02:18.070000,11,4,0 days 00:50:21.081000,,0 days 00:01:17.253000,0 days 00:00:19.578000,0 days 00:00:41.239000,0 days 00:51:10.338000,0 days 00:51:29.916000,0 days 00:52:11.155000,258.0,247.0,311.0,172.0,False
0 days 00:53:27.608000,14,0 days 00:01:16.453000,12,4,,,0 days 00:00:26.374000,0 days 00:00:17.188000,0 days 00:00:32.891000,0 days 00:52:37.529000,0 days 00:52:54.717000,0 days 00:53:27.608000,287.0,328.0,305.0,330.0,True
0 days 00:55:10.155000,14,,13,4,,0 days 00:55:10.155000,0 days 00:00:35.087000,0 days 00:00:22.685000,,0 days 00:54:02.771000,0 days 00:54:25.452000,,199.0,204.0,,243.0,False
0 days 00:14:09.413000,31,,1,0,0 days 00:12:31.873000,,,0 days 00:00:19.465000,0 days 00:00:37.924000,,0 days 00:13:31.489000,0 days 00:14:09.437000,257.0,295.0,301.0,162.0,False
0 days 00:15:26.930000,31,0 days 00:01:17.517000,2,0,,,0 days 00:00:27.066000,0 days 00:00:17.337000,0 days 00:00:33.114000,0 days 00:14:36.479000,0 days 00:14:53.816000,0 days 00:15:26.930000,288.0,323.0,303.0,315.0,True
0 days 00:18:58.474000,31,,3,1,,0 days 00:17:02.506000,0 days 00:00:32.754000,0 days 00:00:23.633000,,0 days 00:15:59.831000,0 days 00:16:23.386000,,134.0,195.0,,271.0,False
0 days 00:21:08.278000,31,0 days 00:02:09.804000,4,1,0 days 00:19:07.601000,,0 days 00:01:04.408000,0 days 00:00:19.093000,0 days 00:00:46.303000,0 days 00:20:02.882000,0 days 00:20:21.975000,0 days 00:21:08.278000,256.0,302.0,306.0,122.0,False
