LapNumber,Driver,LapTime,Stint,TotalLaps,Compound,New,TyresNotChanged,Time,LapFlags,LapCountTime,StartLaps,Outlap
,22,,0,7.0,,,,0 days 00:29:15.993000,,,,
,14,,1,6.0,,,,0 days 00:29:20.993000,,,,
,18,,1,5.0,MEDIUM,False,1,0 days 00:29:20.993000,0.0,,5.0,
,6,,0,7.0,,,,0 days 00:29:25.993000,,,,
,12,,0,7.0,,,,0 days 00:29:25.993000,,,,
8.0,1,0 days 00:01:33.284000,0,,,,,0 days 00:29:31.724000,,,,
,1,,0,7.0,,,,0 days 00:29:35.992000,,,,
8.0,81,0 days 00:01:33.293000,0,,,,,0 days 00:29:41.479000,,,,
,6,,1,7.0,MEDIUM,False,1,0 days 00:29:45.989000,0.0,,7.0,
,81,,0,7.0,,,,0 days 00:29:45.989000,,,,
8.0,23,0 days 00:01:33.718000,0,,,,,0 days 00:29:51.842000,,,,
,23,,0,7.0,,,,0 days 00:29:55.993000,,,,
9.0,87,0 days 00:01:34.255000,0,,,,,0 days 00:30:04.821000,,,,
,4,,0,7.0,,,,0 days 00:30:05.998000,,,,
,87,,0,8.0,,,,0 days 00:30:05.998000,,,,
,10,,0,7.0,,,,0 days 00:30:16,,,,
,7,,0,7.0,,,,0 days 00:30:25.996000,,,,
,44,,0,7.0,,,,0 days 00:30:36.001000,,,,
,30,,0,7.0,,,,0 days 00:30:46.034000,,,,
,16,,0,7.0,,,,0 days 00:30:51.004000,,,,
,14,,1,7.0,,,,0 days 00:30:56.011000,,,,
,55,,0,8.0,,,,0 days 00:30:56.011000,,,,
,14,,0,,,,,0 days 00:30:56.013000,0.0,,,
8.0,14,0 days 00:01:33.677000,1,,,,,0 days 00:30:56.013000,1.0,,,
9.0,12,0 days 00:01:33.219000,0,,,,,0 days 00:30:58.068000,,,,
,12,,0,8.0,,,,0 days 00:31:01.004000,,,,
,63,,0,7.0,,,,0 days 00:31:01.004000,,,,
,1,,0,8.0,,,,0 days 00:31:31.009000,,,,
,31,,0,8.0,,,,0 days 00:31:31.009000,,,,
,22,,0,8.0,,,,0 days 00:31:36.008000,,,,
,81,,0,8.0,,,,0 days 00:31:36.008000,,,,
,18,,1,6.0,,,,0 days 00:31:46.009000,,,,
9.0,7,0 days 00:01:34.234000,0,,,,,0 days 00:31:55.344000,,,,
,7,,0,8.0,,,,0 days 00:31:56.009000,,,,
,6,,1,8.0,,,,0 days 00:32:01.008000,,,,
,10,,0,8.0,,,,0 days 00:32:01.008000,,,,
9.0,44,0 days 00:01:33.171000,0,,,,,0 days 00:32:07.517000,,,,
,44,,0,8.0,,,,0 days 00:32:11.010000,,,,
,87,,0,9.0,,,,0 days 00:32:16.011000,,,,
9.0,16,0 days 00:01:32.877000,0,,,,,0 days 00:32:21.649000,3.0,,,
,63,,0,,,,,0 days 00:32:21.649000,1.0,,,
,16,,0,8.0,,,,0 days 00:32:26.011000,,,,
10.0,55,0 days 00:01:33.466000,0,,,,,0 days 00:32:29.238000,,,,
,55,,0,9.0,,,,0 days 00:32:31.017000,,,,
,23,,0,8.0,,,,0 days 00:32:36.017000,,,,
,30,,0,8.0,,,,0 days 00:32:56.013000,,,,
,63,,0,8.0,,,,0 days 00:33:01.027000,,,,
10.0,31,0 days 00:01:34.390000,0,,,,,0 days 00:33:03.178000,,,,
,14,,1,8.0,,,,0 days 00:33:06.027000,,,,
,31,,0,9.0,,,,0 days 00:33:06.027000,,,,
,12,,0,9.0,,,,0 days 00:33:11.016000,,,,
,18,,1,7.0,,,,0 days 00:33:21.017000,,,,
,18,,0,,,,,0 days 00:33:21.776000,0.0,,,
8.0,18,0 days 00:01:33.974000,1,,,,,0 days 00:33:21.776000,1.0,,,
,6,,1,9.0,,,,0 days 00:33:36.016000,,,,
,6,,0,,,,,0 days 00:33:36.176000,0.0,,,
10.0,6,0 days 00:01:34.213000,1,,,,,0 days 00:33:36.176000,1.0,,,
,22,,0,9.0,,,,0 days 00:33:51.017000,,,,
,44,,0,9.0,,,,0 days 00:34:01.021000,,,,
,7,,0,9.0,,,,0 days 00:34:06.023000,,,,
10.0,23,0 days 00:01:33.636000,0,,,,,0 days 00:34:07.512000,,,,
,23,,0,9.0,,,,0 days 00:34:11.023000,,,,
,55,,0,10.0,,,,0 days 00:34:26.009000,,,,
10.0,30,0 days 00:01:34.274000,0,,,,,0 days 00:34:28.609000,,,,
,16,,0,9.0,,,,0 days 00:34:31.018000,,,,
,30,,0,9.0,,,,0 days 00:34:31.018000,,,,
,16,,0,,,,,0 days 00:34:31.676000,1.0,,,
10.0,63,0 days 00:01:32.377000,0,,,,,0 days 00:34:31.676000,3.0,,,
,63,,0,9.0,,,,0 days 00:34:36.022000,,,,
