LapNumber,Driver,LapTime,Stint,TotalLaps,Compound,New,TyresNotChanged,Time,LapFlags,LapCountTime,StartLaps,Outlap
,7,,0,4.0,,,,0 days 01:05:54.666000,,,,
,30,,0,4.0,,,,0 days 01:05:54.666000,,,,
,5,,1,3.0,,,,0 days 01:06:24.670000,,,,
,14,,0,9.0,,,,0 days 01:06:29.673000,,,,
,81,,0,5.0,,,,0 days 01:07:14.679000,,,,
,63,,0,5.0,,,,0 days 01:07:14.679000,,,,
,4,,0,5.0,,,,0 days 01:07:14.679000,,,,
5.0,44,0 days 00:01:37.802000,0,,,,,0 days 01:07:16.056000,,,,
,1,,0,5.0,,,,0 days 01:07:19.676000,,,,
,44,,0,5.0,,,,0 days 01:07:19.676000,,,,
,16,,0,5.0,,,,0 days 01:07:19.676000,,,,
5.0,6,0 days 00:01:38.746000,0,,,,,0 days 01:07:23.445000,,,,
5.0,31,0 days 00:01:38.906000,0,,,,,0 days 01:07:24.167000,,,,
,6,,0,5.0,,,,0 days 01:07:24.688000,,,,
,12,,0,5.0,,,,0 days 01:07:24.688000,,,,
,22,,0,5.0,,,,0 days 01:07:24.688000,,,,
,23,,0,5.0,,,,0 days 01:07:24.688000,,,,
,31,,0,5.0,,,,0 days 01:07:24.688000,,,,
5.0,23,0 days 00:01:38.546000,0,,,,,0 days 01:07:24.793000,,,,
5.0,10,0 days 00:01:38.528000,0,,,,,0 days 01:07:25.500000,,,,
5.0,55,0 days 00:01:38.787000,0,,,,,0 days 01:07:27.203000,,,,
5.0,87,0 days 00:01:39.058000,0,,,,,0 days 01:07:28.967000,,,,
5.0,7,0 days 00:01:39.179000,0,,,,,0 days 01:07:29.515000,,,,
,18,,0,5.0,,,,0 days 01:07:29.681000,,,,
,55,,0,5.0,,,,0 days 01:07:29.681000,,,,
,10,,0,5.0,,,,0 days 01:07:29.681000,,,,
,87,,0,5.0,,,,0 days 01:07:29.681000,,,,
,7,,0,5.0,,,,0 days 01:07:29.681000,,,,
5.0,30,0 days 00:01:39.228000,0,,,,,0 days 01:07:30.486000,,,,
5.0,27,0 days 00:01:39.806000,0,,,,,0 days 01:07:33.541000,,,,
,27,,0,5.0,,,,0 days 01:07:34.679000,,,,
,30,,0,5.0,,,,0 days 01:07:34.679000,,,,
,5,,1,4.0,,,,0 days 01:07:59.679000,,,,
6.0,81,0 days 00:01:37.539000,0,,,,,0 days 01:08:50.277000,,,,
,81,,0,6.0,,,,0 days 01:08:54.681000,,,,
,63,,0,6.0,,,,0 days 01:08:54.681000,,,,
,4,,0,6.0,,,,0 days 01:08:54.681000,,,,
,44,,0,6.0,,,,0 days 01:08:54.681000,,,,
,1,,0,6.0,,,,0 days 01:08:59.684000,,,,
,16,,0,6.0,,,,0 days 01:08:59.684000,,,,
,12,,0,6.0,,,,0 days 01:08:59.684000,,,,
,6,,0,6.0,,,,0 days 01:09:04.684000,,,,
,22,,0,6.0,,,,0 days 01:09:04.684000,,,,
,23,,0,6.0,,,,0 days 01:09:04.684000,,,,
,31,,0,6.0,,,,0 days 01:09:04.684000,,,,
,18,,0,6.0,,,,0 days 01:09:09.684000,,,,
,55,,0,6.0,,,,0 days 01:09:09.684000,,,,
,10,,0,6.0,,,,0 days 01:09:09.684000,,,,
,87,,0,6.0,,,,0 days 01:09:09.684000,,,,
,7,,0,6.0,,,,0 days 01:09:09.684000,,,,
,30,,0,6.0,,,,0 days 01:09:09.684000,,,,
